field_1,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,tracts,ESL_Score,Income_Score,RE_Score,TotalScore,WeightedTo,PercentESL,PercentPOC
11028,1118001631,1/12/2015,1230000,3,2.25,2980,7700,1,0,0,3,9,2530,450.0,1964,0,98112,47.6336,-122.29,3020,8234,Tract 006300,1,2,1,4,1.333333330000000,3.539019960000000,12.686025410000000
11029,7399200240,3/17/2015,325000,4,2,1870,7700,1,0,0,3,8,1870,0.0,1966,,98055,47.4619,-122.196,2270,8580,Tract 025701,3,4,4,11,3.666666670000000,14.073950700000000,48.917388410000000
11030,4037000160,6/15/2014,506000,5,3,2430,8000,1,0,0,4,7,1370,1060.0,1957,0,98008,47.603,-122.12,1770,8000,Tract 023300,3,4,2,9,3.000000000000000,15.886134070000000,35.720844810000000
11031,8562740370,3/25/2015,751000,4,2.5,2790,6538,2,,0,3,9,2790,0.0,2003,0,98027,47.5349,-122.066,2990,6538,Tract 025006,2,1,3,6,2.000000000000000,7.201713910000000,38.282794990000000
11032,9407001620,8/12/2014,280000,3,2.5,1370,22326,2,0,0,3,7,1370,0.0,1993,0,98045,47.4469,-121.775,1580,10920,Tract 032702,1,3,1,5,1.666666670000000,1.385959630000000,9.897559510000000
11033,2481620310,5/14/2014,1120000,4,2.25,4470,60373,2,0,0,3,11,4470,0.0,1988,0,98072,47.7289,-122.127,3210,40450,Tract 032321,2,1,3,6,2.000000000000000,5.761245670000000,39.896193770000000
11034,7511200350,9/19/2014,580000,3,1.75,2040,81021,1,0,0,3,8,2040,0.0,1980,0,98053,47.6536,-122.045,2260,39280,Tract 032328,1,2,1,4,1.333333330000000,2.301495970000000,22.382048330000000
11035,4039100350,4/23/2015,665000,4,2.25,2340,5300,1,0,0,5,8,1700,640.0,1963,0,98008,47.6202,-122.112,1890,8250,Tract 023100,3,3,3,9,3.000000000000000,11.344537820000000,42.486406330000000
11036,808300270,5/27/2014,450000,4,2.5,2520,8515,2,0,0,3,7,2520,0.0,1999,,98019,47.7233,-121.959,2130,6930,Tract 032402,1,2,1,4,1.333333330000000,0.951212030000000,15.050629030000000
11037,3023059012,9/10/2014,389900,4,1,1710,117176,1.5,0,0,4,6,1710,0.0,1942,0,98055,47.4497,-122.212,1940,12223,Tract 025806,3,4,5,12,4.000000000000000,13.507668110000000,65.965395200000000
11038,4039300810,11/17/2014,427000,3,1,1200,5252,1,0,0,3,7,1200,0.0,1962,0,98007,47.6075,-122.134,1800,7920,Tract 023300,3,4,2,9,3.000000000000000,15.886134070000000,35.720844810000000
11039,8849300320,4/16/2015,265000,3,1.75,1330,12618,1,0,3,3,7,1330,0.0,1983,,98188,47.4403,-122.271,1870,8429,Tract 028300,3,4,4,11,3.666666670000000,10.674703480000000,58.253937390000000
11040,272000320,11/5/2014,398000,3,1.5,1310,2996,2,0,0,3,7,1310,0.0,1998,,98144,47.5879,-122.299,1310,2997,Tract 009500,3,3,3,9,3.000000000000000,9.691563350000000,36.468097970000000
11041,1180002470,11/4/2014,354000,6,3.5,3020,4500,2,0,0,3,7,3020,0.0,1941,1992,98178,47.498,-122.225,900,6000,Tract 026002,3,5,5,13,4.333333330000000,15.681024450000000,75.646100120000000
11042,1330290160,4/13/2015,339950,4,2.5,2260,6086,2,0,0,3,8,2260,0.0,1999,0,98030,47.3642,-122.174,2260,6218,Tract 029502,3,4,4,11,3.666666670000000,15.239212620000000,52.105331770000000
11043,6392000570,11/12/2014,399000,2,1,790,4000,1,0,0,3,6,790,0.0,1948,0,98115,47.6844,-122.289,990,5000,Tract 002400,1,2,1,4,1.333333330000000,2.767295600000000,18.710691820000000
11044,8835200160,10/10/2014,325000,2,2,970,5000,1,0,0,3,7,970,0.0,1983,0,98034,47.7223,-122.16,1540,5000,Tract 021904,3,3,3,9,3.000000000000000,15.717448180000000,42.382773190000000
11045,868000575,8/19/2014,998800,3,2,2250,8000,1,0,2,4,9,2250,0.0,1955,0,98177,47.7077,-122.378,2880,10960,Tract 001600,1,2,1,4,1.333333330000000,1.499022380000000,17.227894850000000
11046,597000550,9/19/2014,350000,4,2.5,1530,2248,1.5,0,0,3,7,1530,0.0,1914,0,98144,47.5766,-122.309,1340,3700,Tract 010002,5,4,4,13,4.333333330000000,27.589786170000000,61.054598300000000
11047,6669000070,8/5/2014,1000000,4,1.75,1780,11436,1,0,0,5,9,1780,0.0,1967,0,98004,47.6273,-122.194,2100,12052,Tract 024000,3,2,3,8,2.666666670000000,11.922732510000000,41.895867980000000
11048,7202340860,3/18/2015,561000,3,2.5,2120,5277,2,0,0,3,7,2120,0.0,2005,0,98053,47.6811,-122.034,2370,5257,Tract 032329,2,1,4,7,2.333333330000000,6.784628750000000,52.605297440000000
11049,6141100320,7/7/2014,245000,2,1,1500,6685,1,,0,3,7,1190,310.0,1926,,98133,47.7186,-122.354,1420,6561,Tract 000402,1,4,1,6,2.000000000000000,3.056603770000000,21.867924530000000
11050,6141100320,2/13/2015,570000,2,1,1500,6685,1,0,0,3,7,1190,310.0,1926,0,98133,47.7186,-122.354,1420,6561,Tract 000402,1,4,1,6,2.000000000000000,3.056603770000000,21.867924530000000
11051,6815100370,10/30/2014,845000,4,3,2390,4000,1.5,0,0,5,8,1460,930.0,1931,0,98103,47.6857,-122.331,1670,4000,Tract 002700,2,2,2,6,2.000000000000000,4.776604390000000,25.816409420000000
11052,5636010560,9/29/2014,314500,4,2.5,2390,9600,2,0,0,3,7,2390,0.0,1996,0,98010,47.3289,-122.001,1900,9603,Tract 031603,1,3,1,5,1.666666670000000,2.553528950000000,21.379857260000000
11053,2592200030,6/18/2014,650000,3,1.75,2920,9370,1,,0,4,8,1620,1300.0,1981,0,98006,47.5491,-122.151,2890,9609,Tract 024903,3,1,3,7,2.333333330000000,15.295270080000000,46.851385390000000
11054,1823059159,5/6/2015,298000,2,1,850,5000,1,0,0,3,5,850,0.0,1907,,98055,47.4874,-122.207,910,4815,Tract 025302,3,5,4,12,4.000000000000000,10.690298510000000,53.470149250000000
11055,2254501620,4/9/2015,500000,2,1,930,3200,1,0,0,3,7,930,0.0,1904,0,98122,47.609,-122.314,1690,3840,Tract 008600,3,5,3,11,3.666666670000000,11.094339620000000,43.490566040000000
11056,9275700765,6/10/2014,870000,4,2.5,3340,12248,2,0,1,3,9,2470,870.0,1998,0,98126,47.5858,-122.379,2110,5679,Tract 009600,1,3,1,5,1.666666670000000,2.939650700000000,17.430399450000000
11057,7454000875,4/6/2015,299000,2,1,710,6732,1,0,0,5,6,710,0.0,1942,0,98126,47.5151,-122.372,710,6720,Tract 012000,1,3,1,5,1.666666670000000,1.051175660000000,22.351313970000000
11058,7434500127,8/12/2014,527000,3,2.25,2240,6450,1,0,0,3,7,1440,800.0,1979,0,98125,47.7034,-122.315,1390,6450,Tract 001200,4,5,3,12,4.000000000000000,17.098519360000000,40.674829160000000
11059,646500070,11/6/2014,420000,3,1,1060,7638,1,0,0,5,7,1060,0.0,1966,,98007,47.5941,-122.142,1470,8097,Tract 023401,3,4,4,11,3.666666670000000,11.829364040000000,49.149437320000000
11060,9432900560,2/12/2015,290000,3,2.5,2360,8764,2,0,0,3,8,2360,0.0,1991,0,98022,47.2114,-122.009,2360,8746,Tract 031400,2,5,2,9,3.000000000000000,8.931814430000000,24.748225190000000
11061,5154700060,10/15/2014,1660000,4,2.75,3520,19200,1,1,4,4,9,1950,1570.0,1951,0,98136,47.525,-122.393,2450,7000,Tract 011600,1,3,1,5,1.666666670000000,1.203072910000000,13.944049860000000
11062,3395300260,8/15/2014,499990,3,1.75,1730,9334,1,0,0,3,8,1220,510.0,1977,0,98052,47.6478,-122.113,2020,10000,Tract 022902,2,1,3,6,2.000000000000000,8.474576270000000,37.966101690000000
11063,2113700510,10/27/2014,315000,3,1.75,1170,4000,1,0,0,3,6,720,450.0,1943,2013,98106,47.5306,-122.354,1130,4000,Tract 011300,3,5,4,12,4.000000000000000,12.078253470000000,54.408846040000000
11064,4053200566,10/20/2014,425000,4,2.25,3680,26266,2,0,0,4,9,3680,0.0,1981,,98042,47.3219,-122.085,2340,19939,Tract 031601,1,3,1,5,1.666666670000000,2.604634450000000,18.591701100000000
11065,7214720400,2/17/2015,630000,3,2.5,2900,46609,2,0,0,3,9,2900,0.0,1987,0,98077,47.7731,-122.086,2570,42188,Tract 032307,1,2,1,4,1.333333330000000,2.329830970000000,14.466270750000000
11066,3211210200,11/18/2014,365000,3,1.75,1290,7205,1.5,0,0,3,7,1290,0.0,1971,,98034,47.7329,-122.237,1340,7214,Tract 022201,1,3,1,5,1.666666670000000,4.491085530000000,22.342586320000000
11067,7010700810,11/6/2014,774000,4,2.75,2010,7000,2,0,0,5,8,2010,0.0,1901,0,98199,47.6607,-122.396,1420,4400,Tract 005801,1,4,2,7,2.333333330000000,3.929640720000000,24.382485030000000
11068,3971700390,4/6/2015,368888,3,1.5,1490,12186,1,0,0,4,7,1490,0.0,1950,0,98155,47.7739,-122.322,1180,14285,Tract 020401,3,4,2,9,3.000000000000000,11.330734970000000,25.668151450000000
11069,9406550060,10/2/2014,339500,4,2.5,1930,7862,2,0,0,3,7,1930,0.0,1994,0,98038,47.3644,-122.04,1640,9145,Tract 032011,1,2,1,4,1.333333330000000,1.880659390000000,16.345484100000000
11070,414100045,9/23/2014,344950,4,1.75,2240,7500,1,0,0,4,7,1120,1120.0,1956,0,98133,47.7466,-122.34,1440,7500,Tract 021000,2,3,3,8,2.666666670000000,7.309140710000000,42.896268400000000
11071,4276400030,11/12/2014,450000,3,2,2320,17688,1,0,0,3,8,2320,0.0,1952,1994,98166,47.4519,-122.363,1610,14482,Tract 027800,1,3,1,5,1.666666670000000,0.910693300000000,11.398354880000000
11072,9433000060,11/18/2014,814950,4,2.75,2990,6626,2,0,0,3,9,2990,0.0,2014,0,98052,47.7107,-122.11,2910,5533,Tract 032321,2,1,3,6,2.000000000000000,5.761245670000000,39.896193770000000
11073,7885800160,9/5/2014,299900,4,2.5,2200,5730,2,0,0,3,8,2200,0.0,2003,0,98042,47.3482,-122.153,2200,5772,Tract 031704,3,3,4,10,3.333333330000000,11.247481220000000,48.104048360000000
11074,2473101070,2/27/2015,315000,3,2,1500,7828,1,0,0,4,7,1500,0.0,1967,0,98058,47.4484,-122.158,1500,7700,Tract 025804,3,3,3,9,3.000000000000000,12.927232640000000,44.818081590000000
11075,3701000060,12/16/2014,880000,3,1.75,3860,9000,1,0,2,3,9,1930,1930.0,1970,0,98155,47.7431,-122.29,2960,9000,Tract 021300,2,4,2,8,2.666666670000000,6.514341270000000,31.818181820000000
11076,8651441290,12/29/2014,195000,3,1.5,1430,5200,1,0,0,4,7,1030,400.0,1977,0,98042,47.3644,-122.094,1190,5200,Tract 032005,2,3,1,6,2.000000000000000,6.385002040000000,20.635783180000000
11077,255400060,12/8/2014,910000,5,2.75,3750,8279,2,0,0,3,9,3750,0.0,2001,0,98074,47.6039,-122.06,3450,8279,Tract 032203,2,1,2,5,1.666666670000000,9.129940650000000,34.524561180000000
11078,8567450140,8/27/2014,540000,5,2.5,3100,10189,2,0,0,3,8,3100,0.0,2002,,98019,47.738,-121.965,2840,10189,Tract 032401,1,2,1,4,1.333333330000000,4.252618220000000,8.457632500000000
11079,2517000140,5/16/2014,306000,3,2.5,1870,5874,2,0,0,3,7,1870,0.0,2005,0,98042,47.3992,-122.163,2090,4060,Tract 031800,1,2,2,5,1.666666670000000,4.281081080000000,25.708108110000000
11080,1938400520,10/16/2014,272000,4,2.25,2040,7600,1,0,0,4,8,1580,460.0,1978,0,98023,47.3169,-122.365,2130,7200,Tract 030305,2,4,3,9,3.000000000000000,7.885714290000000,39.276190480000000
11081,3179100055,12/9/2014,1300000,5,3.5,3700,8504,2,,0,3,8,2750,950.0,1950,2014,98105,47.669,-122.275,2370,6246,Tract 004200,1,2,1,4,1.333333330000000,3.807046580000000,20.832348070000000
11082,1924069105,10/17/2014,450000,3,1.75,3150,9258,1,0,1,3,8,2370,780.0,1970,0,98027,47.5571,-122.08,2740,10274,Tract 023404,1,1,1,3,1.000000000000000,2.211874270000000,17.840512220000000
11083,704450070,7/7/2014,450000,3,2.5,1990,12793,2,0,0,3,8,1990,0.0,1993,0,98028,47.7347,-122.226,2290,9035,Tract 022102,2,3,2,7,2.333333330000000,8.373316820000000,27.658257240000000
11084,2881700046,6/10/2014,310000,4,1,1740,11075,1.5,0,0,3,7,1740,?,1965,0,98133,47.7458,-122.334,1580,7684,Tract 021000,2,3,3,8,2.666666670000000,7.309140710000000,42.896268400000000
11085,8955800045,5/12/2015,530000,2,2.25,2080,11285,1,0,0,4,8,1180,900.0,1954,0,98042,47.3628,-122.147,2590,13048,Tract 031703,3,3,2,8,2.666666670000000,10.494605580000000,34.384195040000000
11086,3816300105,1/12/2015,435000,4,2.5,2060,10125,2,0,0,4,7,1560,500.0,1979,0,98028,47.764,-122.262,1760,9876,Tract 021600,2,2,2,6,2.000000000000000,7.952047950000000,26.393606390000000
11087,6649900030,5/5/2015,485000,3,2,1590,11222,1,0,0,4,7,1590,0.0,1948,,98177,47.7762,-122.367,2160,16300,Tract 020200,2,4,1,7,2.333333330000000,5.762189250000000,22.778955480000000
11088,1912100885,7/2/2014,690000,3,1.5,1760,4000,2,0,0,3,8,1760,0.0,1922,,98102,47.6401,-122.32,1760,4000,Tract 006100,1,3,1,5,1.666666670000000,2.915726110000000,19.168547780000000
11089,9542840570,4/1/2015,305000,4,2.5,1620,4000,2,0,0,3,7,1620,0.0,2008,0,98038,47.3661,-122.02,1580,3780,Tract 032010,1,2,1,4,1.333333330000000,0.619621340000000,16.385542170000000
11090,2473381070,11/5/2014,300000,3,1.75,1210,7000,1,0,0,3,7,1210,0.0,1975,0,98058,47.4572,-122.169,1670,7000,Tract 025804,3,3,3,9,3.000000000000000,12.927232640000000,44.818081590000000
11091,7137950350,1/22/2015,289950,4,3,2040,5050,1,0,0,3,8,1490,550.0,1993,0,98092,47.3266,-122.175,2020,6118,Tract 031205,2,4,3,9,3.000000000000000,6.877539180000000,41.961694720000000
11092,1088800060,11/5/2014,575000,3,2.5,2270,9600,2,0,0,3,9,2270,0.0,1990,0,98011,47.7388,-122.206,2580,9617,Tract 022001,2,3,2,7,2.333333330000000,4.613095240000000,27.976190480000000
11093,4054530260,6/27/2014,1820000,4,4.5,6640,53330,2,0,0,3,12,6640,0.0,1993,0,98077,47.7283,-122.046,4620,68625,Tract 032326,2,1,2,5,1.666666670000000,7.666181470000000,23.944687050000000
11094,248000240,7/15/2014,219000,3,1.5,1060,9600,1,0,0,4,7,1060,0.0,1962,0,98023,47.3229,-122.348,1440,9600,Tract 030201,3,4,4,11,3.666666670000000,10.747004930000000,48.132487670000000
11095,3995700435,7/2/2014,265000,4,3,1940,8170,1,0,0,4,7,1940,0.0,1948,0,98155,47.7381,-122.302,1310,8169,Tract 021100,3,4,3,10,3.333333330000000,14.598860150000000,44.629548440000000
11096,9287800135,7/14/2014,1110000,5,3.25,3070,5000,2,0,0,3,9,2050,1020.0,2006,,98103,47.6742,-122.356,2070,5000,Tract 003500,1,3,1,5,1.666666670000000,2.345099980000000,15.724512470000000
11097,4337000070,3/9/2015,200000,3,1,930,7590,1,0,0,3,6,820,110.0,1943,0,98166,47.4802,-122.335,1220,7590,Tract 027500,4,5,4,13,4.333333330000000,16.626065770000000,48.822574100000000
11098,8859000045,4/24/2015,545000,4,2.75,2180,8480,1,0,3,4,7,1210,970.0,1959,0,98146,47.4961,-122.366,2240,8497,Tract 026700,2,3,3,8,2.666666670000000,9.483907830000000,36.964387740000000
11099,8856920550,3/19/2015,378000,3,2.5,2130,8404,2,0,0,3,8,2130,0.0,1991,0,98058,47.4623,-122.13,2130,8404,Tract 031907,2,3,3,8,2.666666670000000,9.464492100000000,44.073455760000000
11100,5705500075,3/26/2015,388000,2,1.75,800,4800,1,0,0,4,6,800,0.0,1922,0,98136,47.5559,-122.396,1090,5000,Tract 010500,2,4,1,7,2.333333330000000,4.860739150000000,21.585431170000000
11101,6163901433,11/26/2014,425000,4,2.25,2200,8384,1,0,0,3,7,1250,950.0,1959,,98155,47.753,-122.317,1750,8384,Tract 020500,2,4,3,9,3.000000000000000,8.641041160000000,39.210048430000000
11102,475000004,7/7/2014,536000,2,1.5,1130,746,2,0,0,3,8,1030,100.0,2009,0,98107,47.6684,-122.363,1520,1519,Tract 004800,1,2,1,4,1.333333330000000,1.129283490000000,16.277258570000000
11103,7936500172,5/28/2014,1180000,3,2.5,1970,23180,1,1,4,3,8,1100,870.0,1937,1998,98136,47.5495,-122.398,3030,34689,Tract 010600,1,3,1,5,1.666666670000000,2.953890490000000,23.354947170000000
11104,2770604080,3/24/2015,629950,3,2.5,1680,1620,2,0,0,3,9,1120,560.0,2014,,98119,47.6425,-122.374,1610,1618,Tract 005900,1,3,1,5,1.666666670000000,1.266457680000000,21.015673980000000
11105,5101408599,6/11/2014,465000,4,1.75,1470,5350,1,0,0,3,7,980,490.0,1955,0,98125,47.7048,-122.315,1970,6138,Tract 001200,4,5,3,12,4.000000000000000,17.098519360000000,40.674829160000000
11106,1226059105,8/27/2014,545000,4,2.25,2390,40510,1,0,0,4,8,2390,0.0,1969,0,98072,47.7566,-122.113,3200,36989,Tract 032320,1,1,1,3,1.000000000000000,2.109612880000000,13.397129190000000
11107,3211700045,1/28/2015,592000,4,2.5,2300,11165,2,0,0,4,8,2300,0.0,1979,0,98008,47.5794,-122.118,2170,11165,Tract 023403,3,3,2,8,2.666666670000000,10.512260260000000,33.357611070000000
11108,8567300270,8/18/2014,446000,4,2,2280,43692,1,0,0,3,7,1140,1140.0,1957,1984,98038,47.4067,-122.03,2580,37938,Tract 032003,1,3,1,5,1.666666670000000,0.853404130000000,9.084012900000000
11109,6021503655,7/16/2014,375000,3,2.5,1330,816,3,,0,3,8,1330,0.0,2004,0,98117,47.6836,-122.387,1330,1113,Tract 003100,1,3,1,5,1.666666670000000,1.966857670000000,12.962676170000000
11110,7202331160,6/16/2014,632500,5,2.5,2640,7096,2,0,0,3,7,2640,0.0,2003,0,98053,47.6827,-122.038,2640,4850,Tract 032329,2,1,4,7,2.333333330000000,6.784628750000000,52.605297440000000
11111,2763710060,8/8/2014,459950,4,1.75,2430,9747,1,,0,3,8,1780,650.0,1974,,98155,47.7687,-122.276,2340,10296,Tract 021500,1,2,1,4,1.333333330000000,2.038946160000000,20.114547540000000
11112,3211270160,6/12/2014,485000,4,2.5,2470,35073,2,,0,3,9,2470,0.0,1989,0,98092,47.3064,-122.108,2990,35259,Tract 031204,1,3,1,5,1.666666670000000,1.977630090000000,16.971956560000000
11113,3365900106,1/15/2015,255000,3,1,1440,11330,1,0,0,3,7,1440,0.0,1965,0,98168,47.4742,-122.265,1580,10100,Tract 026200,3,5,4,12,4.000000000000000,13.391583450000000,55.456490730000000
11114,1761300340,6/10/2014,251750,3,2,1320,7200,1,0,0,5,7,1320,0.0,1975,0,98031,47.3947,-122.174,1540,7200,Tract 029406,4,3,4,11,3.666666670000000,17.656070470000000,59.938720800000000
11115,2909300240,5/1/2015,725000,3,2.5,2810,6300,2,0,0,3,8,2810,0.0,2001,0,98074,47.6077,-122.02,2860,6630,Tract 032214,2,1,3,6,2.000000000000000,4.910366330000000,46.188620420000000
11116,476000324,10/16/2014,460000,3,3.25,1370,1194,3,0,0,3,8,1370,0.0,2005,0,98107,47.6704,-122.391,1320,1217,Tract 003200,1,4,1,6,2.000000000000000,1.317027280000000,17.368297270000000
11117,2141200030,8/28/2014,625000,3,2.5,2000,6341,1,0,0,5,8,1040,960.0,1981,,98116,47.5639,-122.401,2030,6341,Tract 009701,1,3,1,5,1.666666670000000,2.190598020000000,21.570195080000000
11118,9557300560,5/8/2014,530000,3,1.75,1980,6760,1,0,0,4,8,1980,0.0,1973,0,98008,47.6398,-122.113,2120,7280,Tract 022901,3,2,3,8,2.666666670000000,11.238609520000000,42.726965910000000
11119,2612000200,4/27/2015,394950,3,2.5,2050,8172,2,0,0,3,8,2050,0.0,2002,0,98168,47.4808,-122.28,2140,5664,Tract 027200,4,5,5,14,4.666666670000000,18.711656440000000,66.219325150000000
11120,6002400030,8/14/2014,324950,4,1.75,2320,9240,1,0,0,3,7,1160,1160.0,1959,2014,98178,47.4909,-122.257,2130,7320,Tract 026100,3,5,5,13,4.333333330000000,15.812274370000000,80.096269550000000
11121,6064800060,5/6/2015,330000,3,2.25,1960,1985,2,0,0,3,7,1750,210.0,2003,0,98118,47.5417,-122.289,1760,1985,Tract 011001,5,5,5,15,5.000000000000000,36.108154140000000,85.820736640000000
11122,8091410390,2/17/2015,220000,4,1.75,1910,8171,1,0,0,3,7,1910,0.0,1986,0,98030,47.35,-122.168,1910,7542,Tract 029602,3,2,2,7,2.333333330000000,12.353127980000000,35.281041600000000
11123,1786830060,7/7/2014,685000,3,3.25,2030,11070,2,0,0,4,8,2030,0.0,1980,0,98052,47.6478,-122.117,2450,11070,Tract 022803,3,2,5,10,3.333333330000000,15.676745860000000,63.444924410000000
11124,7277100055,2/24/2015,500000,3,2.25,2210,7680,1,0,2,3,8,1730,480.0,1972,0,98177,47.7729,-122.389,2390,7680,Tract 020100,1,3,1,5,1.666666670000000,2.963430010000000,17.875157630000000
11125,3392500060,9/4/2014,368000,4,2.75,2610,9426,1,,0,3,7,1360,1250.0,1965,0,98188,47.4435,-122.279,1600,9426,Tract 028403,4,5,5,14,4.666666670000000,21.242073850000000,65.236851920000000
11126,3897100640,11/3/2014,825000,3,2.25,2520,7975,2,0,0,4,9,1550,970.0,1990,0,98033,47.6704,-122.183,2520,9900,Tract 022604,2,2,2,6,2.000000000000000,6.271705820000000,31.521961180000000
11127,7942602080,6/16/2014,660000,6,1.75,1840,2774,1,0,0,3,7,1060,780.0,1900,0,98122,47.6041,-122.31,1680,4292,Tract 008700,2,4,3,9,3.000000000000000,8.990903320000000,46.477681400000000
11128,2787311480,9/29/2014,253000,3,1.75,1570,7416,1,0,0,4,7,1570,0.0,1971,0,98031,47.4117,-122.174,1900,7416,Tract 029405,3,3,3,9,3.000000000000000,15.842972310000000,44.164037850000000
11129,5467200055,3/7/2015,392500,4,2.75,2400,19923,1,0,0,5,7,1320,1080.0,1953,0,98042,47.3616,-122.144,2470,10736,Tract 031703,3,3,2,8,2.666666670000000,10.494605580000000,34.384195040000000
11130,7277100510,2/14/2015,605000,3,1.75,1930,5400,2,0,2,3,9,1930,0.0,1978,0,98177,47.77,-122.391,2100,6840,Tract 020100,1,3,1,5,1.666666670000000,2.963430010000000,17.875157630000000
11131,2525300200,5/15/2014,215000,3,1,1160,10384,1,0,0,4,6,1160,0.0,1969,0,98038,47.3634,-122.027,1200,9880,Tract 032011,1,2,1,4,1.333333330000000,1.880659390000000,16.345484100000000
11132,7732500270,9/25/2014,650000,4,2.5,2820,15000,2,0,0,4,9,2820,0.0,1985,0,98052,47.7255,-122.101,2440,15000,Tract 032322,2,1,1,4,1.333333330000000,5.945796460000000,20.215707960000000
11133,5700001920,2/19/2015,877500,4,2,3060,8000,2,0,0,4,8,2040,1020.0,1922,0,98144,47.5795,-122.29,2730,5800,Tract 009500,3,3,3,9,3.000000000000000,9.691563350000000,36.468097970000000
11134,5560000640,6/19/2014,232500,3,1,1320,8450,1,0,0,3,6,880,440.0,1961,0,98023,47.3278,-122.337,1320,8450,Tract 030201,3,4,4,11,3.666666670000000,10.747004930000000,48.132487670000000
11135,2781250560,12/2/2014,234000,2,2,1200,3624,2,0,0,3,6,1200,0.0,2003,0,98038,47.349,-122.025,1360,2693,Tract 031604,1,3,2,6,2.000000000000000,2.685168500000000,25.806451610000000
11136,1122059037,4/13/2015,380000,3,1.75,1560,104108,1,0,0,3,7,1250,310.0,1970,0,98042,47.4016,-122.131,2000,110957,Tract 031800,1,2,2,5,1.666666670000000,4.281081080000000,25.708108110000000
11137,5515600163,9/16/2014,420000,5,2.25,3070,64033,1,0,0,3,9,2730,340.0,1983,,98001,47.3238,-122.292,1560,28260,Tract 029901,3,4,2,9,3.000000000000000,11.431670280000000,33.427331890000000
11138,8807300570,12/29/2014,399950,3,1,1040,9600,1,0,0,3,7,1040,0.0,1978,0,98053,47.6738,-122.063,1370,10889,Tract 032313,4,3,5,12,4.000000000000000,18.452921590000000,63.972146530000000
11139,9412700550,5/21/2014,256750,3,2.5,1990,8991,1,0,0,3,7,1570,420.0,1969,,98042,47.3939,-122.164,1920,8991,Tract 031800,1,2,2,5,1.666666670000000,4.281081080000000,25.708108110000000
11140,9202600060,6/2/2014,535000,3,2.5,1690,9626,2,0,0,3,8,1690,0.0,1984,,98027,47.5647,-122.092,1860,8958,Tract 023404,1,1,1,3,1.000000000000000,2.211874270000000,17.840512220000000
11141,8857320030,11/7/2014,515000,3,2,1810,2738,2,0,0,4,9,1810,0.0,1979,0,98008,47.6112,-122.115,1760,2754,Tract 023100,3,3,3,9,3.000000000000000,11.344537820000000,42.486406330000000
